tasks_completed_per_day,average_task_time_minutes,distance_travelled_km,payout_amount,customer_rating,login_hours_per_day,device_changes,location_changes,cancellation_rate,late_delivery_rate
12,17,49,2674,3.92,11,0,1,0.06,0.18
11,21,56,2443,3.78,6,0,0,0.09,0.12
38,31,29,1336,4.17,10,1,0,0.07,0.04
18,35,31,1024,4.85,7,1,1,0.11,0.04
20,36,57,1751,4.68,4,0,0,0.05,0.09
13,12,25,645,4.95,6,1,1,0.03,0.11
14,36,14,1234,4.31,8,1,0,0.11,0.06
21,27,74,2423,4.27,10,1,2,0.06,0.1
16,32,30,668,3.52,9,0,1,0.09,0.04
10,17,70,2061,3.77,6,1,0,0.14,0.06
23,35,64,1648,4.25,9,0,0,0.08,0.15
33,10,33,799,4.63,4,1,1,0.03,0.2
10,23,32,1437,4.73,7,1,0,0.07,0.05
29,31,20,1021,3.92,8,1,0,0.08,0.08
28,32,56,2652,4.57,8,0,0,0.12,0.08
29,22,11,1117,4.74,4,0,1,0.04,0.06
20,34,79,1468,4.06,9,1,2,0.06,0.06
20,21,62,2217,4.54,6,1,0,0.02,0.04
10,12,20,2435,4.16,7,0,1,0.11,0.18
25,27,24,1005,4.98,8,1,1,0.11,0.14
8,30,21,801,3.51,4,0,0,0.07,0.07
38,22,45,1152,4.12,4,1,1,0.09,0.07
32,24,32,563,3.9,5,0,0,0.11,0.13
32,19,36,2779,4.77,9,1,1,0.05,0.15
21,10,23,2122,3.93,5,0,2,0.09,0.07
18,38,63,818,4.32,6,1,2,0.14,0.08
11,15,36,2181,4.61,10,1,2,0.1,0.07
26,18,30,1328,4.25,4,1,2,0.02,0.04
5,19,58,591,4.12,11,1,2,0.05,0.09
33,24,71,1460,3.56,9,1,2,0.08,0.12
35,18,53,563,3.53,6,1,2,0.02,0.14
34,32,53,1343,4.94,6,0,0,0.1,0.1
19,23,70,718,4.46,7,1,0,0.1,0.2
22,20,51,1203,4.74,5,1,0,0.13,0.13
39,16,32,1118,4.22,6,1,1,0.08,0.18
98,1,200,10974,2.4964457007714342,19,5,9,0.7376422095102702,0.7365762063913823
38,35,45,746,3.94,7,0,2,0.04,0.17
15,39,64,1463,3.57,9,0,2,0.01,0.07
31,11,25,1996,4.69,5,1,1,0.03,0.1
28,23,27,1513,4.37,5,1,2,0.02,0.02
39,15,47,556,4.22,4,1,1,0.07,0.1
12,14,76,1568,4.78,6,1,2,0.08,0.07
22,14,29,1609,4.17,7,1,2,0.1,0.04
17,38,28,2528,4.92,4,1,2,0.03,0.17
28,28,22,1561,3.52,9,0,1,0.04,0.14
27,28,26,2729,4.98,6,0,2,0.12,0.2
16,15,39,2711,4.72,6,0,1,0.09,0.11
34,37,52,1256,4.03,4,0,2,0.01,0.08
35,35,57,2358,4.39,7,1,0,0.13,0.07
32,38,52,2412,4.8,4,1,0,0.1,0.1
26,19,75,625,4.22,6,0,1,0.04,0.08
32,32,62,766,3.58,11,0,0,0.05,0.2
17,23,43,2901,4.86,4,1,0,0.09,0.05
29,26,22,2122,4.28,4,0,2,0.09,0.02
11,39,65,2180,4.32,9,0,2,0.12,0.04
10,12,68,2031,3.52,6,1,2,0.06,0.18
28,37,41,2506,3.65,5,0,1,0.09,0.14
23,10,63,1109,4.67,9,1,2,0.09,0.16
23,19,11,968,4.15,11,0,2,0.09,0.08
13,12,46,1300,5.0,11,1,1,0.02,0.13
33,14,42,632,4.54,10,1,2,0.07,0.15
28,34,10,1519,4.92,7,1,0,0.06,0.08
9,28,37,817,3.92,6,0,2,0.15,0.15
30,19,26,2100,3.76,11,0,1,0.08,0.13
18,39,66,1210,4.06,9,0,1,0.07,0.07
33,35,79,950,3.9,10,0,0,0.08,0.03
10,34,61,2381,4.42,9,1,2,0.14,0.06
11,25,53,2243,4.62,11,0,0,0.1,0.13
22,10,56,1823,4.1,5,1,2,0.06,0.13
27,15,22,641,3.63,11,0,1,0.14,0.11
5,18,39,1997,3.54,4,1,1,0.14,0.07
8,37,75,1068,3.83,5,1,0,0.05,0.1
39,14,62,2851,4.6,6,1,1,0.07,0.05
27,36,27,2079,3.83,9,0,1,0.15,0.14
31,23,37,2388,4.87,9,0,2,0.09,0.18
30,19,13,529,4.48,6,1,0,0.07,0.1
12,11,51,1766,4.79,10,0,0,0.04,0.06
20,14,15,1194,4.08,4,1,2,0.06,0.17
7,10,18,657,4.98,11,0,2,0.1,0.08
36,34,29,2693,4.52,11,0,0,0.02,0.13
9,19,47,839,4.04,10,0,1,0.02,0.03
24,38,77,2268,3.82,9,0,0,0.01,0.15
18,35,59,591,4.8,11,1,2,0.04,0.1
36,34,69,828,3.98,6,0,0,0.04,0.1
30,31,22,671,3.57,10,0,1,0.13,0.19
10,36,51,1120,3.92,8,0,0,0.04,0.11
9,18,77,2819,3.77,5,1,0,0.1,0.02
17,39,34,1618,3.98,8,1,1,0.03,0.19
36,12,40,1488,4.42,8,1,1,0.09,0.02
20,24,21,576,4.25,5,1,1,0.07,0.12
5,13,73,2698,4.57,6,1,1,0.07,0.13
17,22,70,641,4.0,5,1,2,0.13,0.18
15,15,62,730,3.68,4,0,0,0.03,0.14
12,29,35,2293,3.74,8,1,0,0.09,0.17
29,26,70,2431,4.7,9,1,0,0.13,0.16
36,32,19,1453,3.65,8,0,0,0.11,0.06
28,14,21,2675,4.7,10,0,0,0.15,0.15
32,39,31,2259,3.82,6,0,2,0.01,0.13
18,24,62,2328,4.52,5,0,2,0.13,0.06
7,17,30,2053,4.43,9,1,0,0.1,0.04
31,34,44,2678,3.65,10,1,0,0.01,0.16
24,14,36,1984,4.5,11,1,0,0.08,0.19
19,33,69,768,4.17,7,1,2,0.12,0.15
31,22,56,1461,4.56,11,0,0,0.04,0.15
32,10,75,2094,4.75,9,1,1,0.1,0.05
29,10,24,2127,3.56,6,1,2,0.03,0.06
37,16,33,2467,4.47,6,0,1,0.12,0.13
18,31,19,1574,3.66,6,0,1,0.09,0.03
12,14,33,2202,4.07,10,0,1,0.01,0.14
18,23,66,1528,3.52,5,1,2,0.02,0.05
5,24,43,1147,3.99,6,1,1,0.13,0.09
20,30,50,1237,3.75,10,0,0,0.01,0.08
22,39,49,1707,4.33,4,0,0,0.05,0.04
11,34,20,2956,4.27,4,1,1,0.09,0.12
19,26,10,1959,4.69,8,1,2,0.04,0.09
28,33,39,1319,4.46,8,0,0,0.04,0.03
17,27,52,1402,4.57,5,1,2,0.12,0.1
13,16,35,2736,3.64,7,1,0,0.05,0.13
19,31,62,2003,3.54,8,1,2,0.02,0.04
39,35,56,1480,4.95,8,0,0,0.11,0.13
28,27,18,882,4.14,8,0,1,0.14,0.07
37,37,18,1845,4.09,9,0,1,0.13,0.07
20,38,10,1966,3.55,11,0,1,0.09,0.16
12,28,53,989,3.68,10,0,2,0.07,0.1
33,29,68,1656,4.91,8,1,1,0.14,0.09
27,16,65,925,4.54,11,0,2,0.12,0.17
35,17,60,2797,4.11,6,1,0,0.09,0.18
18,22,25,2482,4.86,8,1,0,0.13,0.08
34,36,47,2085,4.38,9,0,2,0.09,0.03
31,27,20,1945,4.62,5,0,1,0.15,0.12
20,33,34,1999,4.15,9,0,2,0.13,0.15
10,20,68,1907,4.15,6,0,2,0.09,0.13
37,18,38,2866,3.6,9,0,2,0.14,0.14
22,32,49,1519,4.6,11,1,0,0.06,0.14
20,10,17,2772,3.65,6,0,0,0.11,0.19
16,31,15,922,4.65,5,1,0,0.03,0.18
24,17,54,1714,3.79,11,0,1,0.14,0.04
33,30,62,2300,3.87,7,0,0,0.04,0.1
34,21,30,2279,4.88,8,1,0,0.14,0.1
30,11,66,2626,4.21,4,0,2,0.01,0.1
26,24,15,1354,3.69,7,0,1,0.11,0.19
37,30,72,864,4.86,8,1,2,0.03,0.08
33,33,15,2569,4.18,4,0,2,0.12,0.13
26,27,62,1047,3.7,6,0,2,0.08,0.18
17,26,13,2877,4.09,9,0,2,0.14,0.03
13,24,18,2603,4.38,6,0,0,0.11,0.18
28,29,78,1771,4.04,6,0,1,0.12,0.16
19,29,13,1424,4.89,8,1,0,0.03,0.06
17,18,67,760,3.9,5,1,2,0.02,0.08
31,12,46,934,3.76,6,0,0,0.13,0.08
88,3,262,11372,1.0422160821709814,16,5,7,0.5813031603066549,0.703572897592962
12,28,60,880,3.63,6,1,0,0.13,0.13
18,27,59,2650,4.18,6,0,0,0.03,0.2
16,29,23,528,4.82,9,0,1,0.05,0.05
21,39,20,2006,3.96,8,1,2,0.14,0.06
33,17,19,1571,3.89,11,1,2,0.13,0.07
31,10,70,1890,4.76,4,1,2,0.02,0.19
5,33,22,1046,3.96,7,0,1,0.07,0.13
38,33,43,826,4.22,6,1,0,0.14,0.06
8,24,69,2813,3.55,7,1,2,0.01,0.16
28,28,60,2251,3.93,5,1,1,0.03,0.19
25,39,14,1228,3.7,5,0,1,0.1,0.09
37,35,41,718,3.66,10,1,1,0.02,0.05
11,19,21,625,4.15,5,0,2,0.07,0.08
5,21,61,1381,3.92,6,0,1,0.08,0.06
7,37,22,1902,3.75,7,0,2,0.13,0.06
19,15,63,818,4.27,4,1,0,0.14,0.05
35,38,63,1828,4.68,8,0,1,0.08,0.18
20,22,50,1723,4.6,7,0,1,0.08,0.04
14,13,57,584,3.88,8,1,2,0.11,0.09
33,22,60,1564,3.89,10,0,2,0.04,0.02
10,26,56,2074,4.6,7,0,2,0.14,0.07
33,39,59,1886,4.34,6,0,0,0.01,0.15
21,10,55,2442,4.61,4,0,2,0.01,0.06
26,14,47,861,3.5,6,0,1,0.1,0.2
28,37,22,2914,3.63,5,0,0,0.06,0.03
21,33,31,1704,4.7,4,1,2,0.07,0.04
25,26,11,1754,4.78,9,1,2,0.04,0.16
15,27,22,1487,4.02,9,0,1,0.07,0.2
11,16,66,2348,4.94,7,0,1,0.13,0.19
9,25,43,1757,3.95,11,1,2,0.11,0.16
25,17,28,1952,4.84,10,1,0,0.02,0.2
22,21,18,1330,4.13,6,0,2,0.02,0.17
39,23,42,1817,4.34,8,0,0,0.08,0.03
24,28,36,1871,4.46,6,0,1,0.11,0.17
19,20,54,1375,3.7,6,1,1,0.1,0.11
9,21,11,860,3.56,7,1,0,0.13,0.1
17,22,66,2398,4.14,7,1,0,0.03,0.02
16,17,66,857,3.74,5,0,1,0.09,0.13
86,2,297,10765,1.252312023368783,23,3,6,0.7713104986712797,0.7269677403784687
10,18,15,563,4.18,11,0,1,0.14,0.16
11,37,23,1919,3.68,4,0,2,0.02,0.08
30,11,36,2728,4.5,6,0,0,0.04,0.04
12,23,47,2736,3.53,8,1,0,0.06,0.1
13,22,28,2015,3.69,9,1,1,0.09,0.09
31,25,46,1079,4.55,9,0,0,0.07,0.16
8,11,13,2717,4.29,7,0,0,0.13,0.06
25,13,67,821,3.92,7,0,2,0.14,0.04
35,21,18,1695,3.77,5,1,1,0.02,0.1
25,25,49,2831,4.46,4,1,0,0.11,0.13
29,19,24,2913,3.81,9,0,2,0.03,0.07
19,12,13,2658,4.98,5,0,2,0.14,0.04
39,13,61,2625,4.8,7,1,2,0.03,0.1
32,15,27,2800,3.7,10,0,0,0.15,0.19
18,32,62,2783,4.79,11,0,1,0.07,0.19
8,14,68,2640,4.02,11,1,2,0.06,0.15
24,27,63,2338,4.23,8,1,0,0.09,0.16
38,12,50,721,3.71,5,1,1,0.07,0.06
16,19,69,1395,3.68,10,0,1,0.04,0.09
37,20,13,2013,4.8,6,0,2,0.1,0.13
28,28,48,2317,4.44,7,1,0,0.11,0.16
24,23,16,1484,4.19,7,1,2,0.14,0.05
9,30,32,2132,3.55,5,0,1,0.07,0.1
34,37,72,2799,4.88,8,1,0,0.11,0.05
28,20,74,2543,4.06,5,1,2,0.13,0.13
11,37,50,2689,4.12,10,1,1,0.13,0.16
20,30,53,2858,3.93,8,0,0,0.01,0.17
19,13,54,1908,4.84,7,1,0,0.06,0.15
27,33,78,1081,4.02,11,0,2,0.01,0.05
16,31,60,1835,3.76,10,1,2,0.09,0.17
33,15,74,2893,4.25,5,0,1,0.13,0.08
19,26,63,801,4.67,4,0,2,0.12,0.17
33,31,65,2287,4.06,9,1,0,0.12,0.07
25,28,49,2794,4.48,5,0,2,0.06,0.11
19,22,67,2447,3.96,5,0,0,0.02,0.12
18,31,24,1872,4.58,11,1,1,0.03,0.03
20,19,28,1290,4.5,10,0,2,0.1,0.18
19,38,19,1411,4.52,4,1,0,0.03,0.11
8,20,25,1875,4.47,4,1,1,0.03,0.05
31,38,52,2701,3.73,6,0,0,0.06,0.05
27,15,40,2033,4.83,4,0,1,0.02,0.14
33,11,25,2452,4.38,8,0,2,0.06,0.03
13,10,37,1094,4.07,9,0,1,0.15,0.1
11,20,71,2090,3.76,9,1,0,0.01,0.12
8,25,29,561,4.68,6,1,0,0.13,0.06
85,4,154,10985,1.578668558233855,18,4,8,0.7930131649445358,0.5950471284875551
9,14,68,965,3.72,10,0,2,0.07,0.11
15,24,18,1672,4.88,6,1,0,0.14,0.08
32,24,19,2858,3.66,10,1,2,0.05,0.05
20,13,54,1315,4.29,6,1,1,0.15,0.06
34,32,24,2650,4.42,9,0,1,0.13,0.1
8,13,39,2575,5.0,11,0,0,0.13,0.04
6,17,57,1007,3.71,10,0,0,0.03,0.19
7,16,49,2681,4.42,8,0,2,0.13,0.16
25,35,53,558,4.22,7,1,1,0.14,0.08
10,34,55,2617,3.89,9,0,2,0.12,0.07
22,26,15,2458,4.91,11,1,2,0.02,0.18
9,24,33,684,4.69,7,0,2,0.02,0.1
13,14,16,1997,4.67,5,1,1,0.06,0.18
24,22,15,2180,4.85,10,0,1,0.11,0.15
86,2,250,9721,1.2104169459740275,22,4,8,0.621499255680101,0.784595416931734
30,31,47,1077,4.26,9,1,2,0.14,0.17
22,26,53,1647,4.09,5,0,2,0.08,0.12
23,31,26,1736,4.56,7,0,1,0.06,0.14
7,26,40,681,4.4,5,0,1,0.09,0.06
13,23,46,570,4.31,11,0,1,0.11,0.02
35,23,20,1055,4.38,11,0,2,0.05,0.08
21,26,14,1351,4.48,9,0,1,0.05,0.05
27,17,73,1718,4.95,5,0,2,0.08,0.1
38,11,12,1815,4.63,9,0,0,0.1,0.04
85,2,239,11978,1.361201140688689,20,3,7,0.5346058094430544,0.4961946922495011
19,22,72,2412,4.2,4,1,1,0.06,0.04
7,39,47,1823,4.52,9,0,0,0.06,0.16
23,31,63,2865,3.76,5,1,0,0.08,0.19
32,25,11,1328,4.9,10,1,0,0.09,0.05
7,39,11,2641,3.62,9,0,0,0.1,0.08
8,25,21,766,4.42,11,0,2,0.1,0.15
28,15,49,1899,4.96,9,1,2,0.06,0.15
35,31,11,1113,4.59,10,0,1,0.05,0.03
15,33,66,1900,4.52,8,1,1,0.05,0.03
5,13,56,1077,5.0,8,0,1,0.1,0.04
13,12,45,1131,4.69,5,1,1,0.07,0.12
21,15,13,2826,4.96,8,0,0,0.03,0.03
5,13,33,1956,4.55,7,1,1,0.01,0.13
7,27,71,2789,4.5,8,0,1,0.01,0.08
30,15,11,2534,4.64,11,1,2,0.13,0.14
35,35,24,1745,3.78,4,1,0,0.07,0.16
30,14,58,1484,4.71,8,0,1,0.1,0.16
27,36,44,503,4.96,7,1,0,0.14,0.03
34,18,56,2867,4.42,11,1,1,0.03,0.19
14,20,33,1844,3.52,9,0,0,0.07,0.13
12,15,69,1531,3.61,7,1,0,0.09,0.18
29,39,57,1575,3.85,5,1,2,0.13,0.13
26,25,32,1523,4.24,6,1,1,0.15,0.11
19,28,21,1665,4.12,7,0,1,0.11,0.15
14,20,50,1278,4.97,5,1,0,0.1,0.06
24,30,38,779,4.92,5,0,1,0.14,0.04
27,24,79,1611,4.09,8,1,2,0.13,0.04
5,35,60,1683,4.69,11,0,0,0.13,0.17
6,33,32,1484,4.45,8,1,0,0.01,0.18
67,2,265,8647,2.4969207619318396,16,4,5,0.5084810625243504,0.4169239180756916
18,33,30,1309,4.9,11,1,1,0.12,0.18
12,28,33,771,3.89,9,1,0,0.04,0.2
16,34,18,1623,4.81,4,0,0,0.12,0.11
30,28,31,1727,4.46,9,1,1,0.01,0.05
31,33,13,689,4.43,5,1,1,0.09,0.13
33,35,12,1045,4.76,8,1,2,0.13,0.08
19,18,37,2841,4.24,7,0,0,0.07,0.08
5,32,24,2503,4.78,4,0,2,0.11,0.15
32,13,17,1347,4.33,11,1,1,0.08,0.04
7,19,57,1867,4.98,11,0,1,0.1,0.03
22,18,61,1270,4.49,6,1,1,0.08,0.15
38,28,64,1268,4.06,9,0,2,0.08,0.07
36,24,46,2600,4.65,11,0,2,0.13,0.09
33,28,13,1570,4.26,7,0,1,0.02,0.08
29,11,64,1510,4.71,8,1,2,0.09,0.13
30,19,21,1202,4.75,7,1,0,0.03,0.05
12,28,28,964,4.43,7,0,2,0.09,0.15
23,26,66,1416,4.81,8,0,2,0.14,0.19
26,29,46,1952,4.11,7,0,0,0.02,0.17
33,33,16,2530,3.59,5,0,2,0.07,0.18
37,30,64,693,4.49,9,1,2,0.12,0.19
39,11,37,565,4.65,4,0,0,0.06,0.09
7,28,46,2225,3.61,11,0,2,0.08,0.16
23,26,70,1100,4.66,9,0,2,0.03,0.11
14,27,48,1999,4.46,10,0,2,0.04,0.07
31,26,32,2211,3.67,8,1,2,0.11,0.15
19,11,61,2404,4.31,4,1,0,0.13,0.06
15,28,20,975,3.66,5,1,0,0.1,0.04
30,10,75,1386,3.98,8,1,2,0.13,0.15
28,20,22,581,4.71,11,0,2,0.09,0.07
17,34,50,2460,3.65,5,1,0,0.12,0.08
36,19,58,543,4.19,6,1,0,0.15,0.18
8,14,24,2001,4.41,11,0,1,0.02,0.04
17,25,65,1109,4.91,6,1,0,0.08,0.16
13,33,63,2388,4.61,6,1,2,0.04,0.09
38,14,40,1852,3.71,4,1,0,0.08,0.18
11,33,70,1937,4.95,10,1,2,0.08,0.1
5,32,67,2287,4.22,11,1,0,0.1,0.09
16,21,69,1219,4.05,9,1,0,0.07,0.1
25,13,62,1190,3.69,9,0,0,0.06,0.17
15,32,70,2445,4.9,6,0,2,0.02,0.02
18,15,51,609,4.38,6,0,0,0.01,0.15
38,28,38,718,4.98,5,0,0,0.03,0.06
38,18,36,962,3.76,10,1,1,0.07,0.18
29,21,53,1014,4.32,7,1,1,0.07,0.09
8,35,14,1136,3.66,10,1,0,0.04,0.08
30,24,61,1716,4.29,10,1,0,0.13,0.15
20,25,62,1126,4.83,7,1,2,0.11,0.15
14,22,61,569,3.66,9,0,2,0.06,0.13
6,34,47,2017,3.9,9,0,1,0.12,0.08
39,39,53,2644,4.52,6,0,2,0.15,0.13
23,30,62,2350,3.61,9,1,0,0.04,0.03
10,33,11,723,4.18,7,0,1,0.06,0.19
23,16,63,2365,4.0,10,1,2,0.15,0.1
12,34,44,2134,4.76,6,0,2,0.03,0.07
18,32,55,2305,3.57,6,0,0,0.02,0.17
14,29,64,2279,4.8,4,1,2,0.08,0.08
7,13,20,1561,4.56,8,0,2,0.08,0.2
33,20,38,1268,3.95,7,1,1,0.02,0.14
19,17,78,2375,3.8,6,0,2,0.05,0.14
27,15,72,2168,4.93,7,1,0,0.07,0.05
27,34,56,1491,4.33,4,0,2,0.13,0.13
83,2,159,8259,1.81846782772324,16,5,5,0.7547437217511442,0.571523794203007
23,19,73,2528,3.57,4,0,0,0.14,0.16
32,39,73,2029,3.75,6,1,1,0.06,0.04
30,16,21,988,4.4,7,0,2,0.05,0.08
14,16,21,556,4.27,7,1,0,0.07,0.11
8,13,45,1011,4.64,7,1,0,0.01,0.16
6,12,38,2651,4.75,4,0,0,0.04,0.13
7,33,20,2607,4.1,11,1,0,0.04,0.15
11,16,62,2101,3.65,5,1,1,0.02,0.06
20,13,79,1234,4.69,5,1,0,0.07,0.06
35,22,56,2082,4.33,7,1,0,0.14,0.09
14,29,42,870,4.97,7,1,1,0.01,0.02
23,26,76,2573,4.69,8,0,1,0.1,0.17
32,36,52,2940,3.99,6,0,1,0.13,0.09
21,16,27,2342,4.14,4,0,0,0.03,0.03
32,26,62,1105,3.85,8,1,0,0.14,0.18
23,35,48,609,4.27,7,1,2,0.12,0.19
27,35,43,1272,4.57,9,1,2,0.04,0.14
24,13,46,2801,4.42,5,1,2,0.14,0.08
17,20,50,2330,4.01,5,1,1,0.12,0.09
17,39,58,2359,4.73,8,0,2,0.03,0.07
15,12,19,2327,3.66,5,1,2,0.13,0.15
19,20,49,1416,3.71,5,0,1,0.09,0.08
21,12,27,1096,4.11,11,0,0,0.12,0.03
32,21,34,1737,4.55,9,1,1,0.1,0.03
23,10,50,2660,4.54,6,1,2,0.06,0.13
8,13,45,1835,4.05,7,0,2,0.09,0.07
26,23,11,1454,4.54,10,0,1,0.1,0.05
26,10,58,1624,3.59,8,1,1,0.12,0.12
38,23,76,1261,3.94,9,1,2,0.13,0.07
37,22,62,1437,4.54,4,0,1,0.1,0.03
37,22,28,2631,3.78,4,0,2,0.15,0.05
16,33,35,1218,3.82,9,0,2,0.12,0.16
6,24,63,2453,3.63,7,0,2,0.14,0.17
32,26,60,1448,4.05,4,0,0,0.05,0.18
14,21,34,801,4.74,9,1,1,0.05,0.12
26,39,26,1740,4.75,5,1,1,0.06,0.19
64,4,282,9527,1.047441424128981,22,3,7,0.7411928518225296,0.5614552125677037
80,4,156,9758,2.4734525977418396,16,5,8,0.44730283456440006,0.7087016871022641
7,35,64,1113,4.99,8,1,1,0.02,0.15
11,23,59,2618,4.25,5,1,1,0.08,0.03
12,21,20,2048,4.81,10,1,0,0.03,0.07
24,27,21,1924,4.86,7,0,1,0.12,0.19
16,13,49,1168,4.27,6,1,1,0.01,0.16
39,36,57,2628,3.58,4,1,1,0.07,0.03
21,23,65,717,4.4,10,0,0,0.07,0.12
32,28,17,1248,4.0,8,1,0,0.02,0.14
14,38,23,624,3.81,11,0,2,0.06,0.2
26,22,65,700,3.77,8,0,2,0.12,0.15
37,34,63,1543,4.34,11,0,2,0.03,0.13
26,39,26,1221,3.66,7,0,1,0.15,0.18
17,32,54,1451,4.73,11,0,2,0.02,0.14
31,27,14,2381,3.84,6,1,2,0.05,0.19
19,20,12,2727,4.32,11,1,2,0.12,0.11
26,37,18,1932,3.69,9,1,2,0.06,0.15
34,15,29,1585,4.79,4,1,2,0.08,0.13
38,18,30,2820,4.54,8,0,1,0.04,0.12
38,21,42,2276,3.81,8,1,0,0.11,0.08
39,28,14,1198,4.57,4,1,1,0.04,0.18
23,23,33,1121,3.62,11,0,0,0.13,0.07
12,24,72,1485,4.66,10,0,2,0.09,0.05
75,1,264,7925,2.092762723305491,17,5,6,0.5800738868672333,0.6774281256249159
32,15,42,1584,3.68,6,1,2,0.14,0.12
29,23,27,799,4.33,6,0,1,0.12,0.07
21,12,27,1775,3.8,8,0,1,0.11,0.18
28,28,47,1930,4.51,9,0,2,0.13,0.07
25,29,42,1779,4.56,5,0,2,0.02,0.03
6,34,36,2888,4.64,10,1,0,0.11,0.02
35,20,58,2329,4.84,8,1,2,0.04,0.19
37,38,59,2321,4.48,7,0,0,0.05,0.09
34,33,24,2950,4.24,10,1,2,0.01,0.06
16,26,61,2835,4.78,7,1,0,0.14,0.12
16,38,77,1488,4.85,11,0,1,0.11,0.11
28,37,28,713,4.67,11,0,1,0.03,0.2
28,36,34,1031,4.91,9,1,2,0.06,0.18
15,26,34,2099,4.97,10,0,1,0.08,0.07
17,32,42,2484,3.88,8,1,2,0.08,0.15
31,12,69,2758,3.78,8,0,2,0.09,0.09
12,23,46,2718,4.17,4,1,2,0.08,0.09
14,36,52,1037,5.0,6,1,0,0.1,0.09
12,16,18,1786,3.63,9,1,0,0.13,0.14
24,34,23,1175,4.57,11,1,2,0.07,0.12
12,28,12,889,4.78,4,0,1,0.13,0.16
13,12,78,2968,4.99,9,0,1,0.04,0.05
11,11,65,2609,4.43,7,1,1,0.03,0.1
18,35,35,2633,4.07,7,0,0,0.04,0.17
32,26,62,2108,3.75,5,0,0,0.04,0.02
6,18,50,2607,4.97,6,1,0,0.15,0.13
12,31,30,819,4.89,6,1,1,0.06,0.16
17,15,48,1189,4.71,9,1,1,0.1,0.09
25,33,32,2599,4.92,7,1,1,0.11,0.18
32,36,67,1156,3.59,4,1,1,0.07,0.15
39,30,78,1327,4.45,8,1,0,0.04,0.13
27,18,38,1600,3.91,6,1,2,0.07,0.06
19,36,71,618,4.65,8,0,1,0.08,0.14
6,14,62,1705,3.64,7,0,1,0.14,0.17
16,11,54,1005,3.89,5,1,0,0.09,0.15
7,31,36,2700,4.78,7,0,0,0.15,0.12
9,24,43,1541,4.62,8,1,1,0.09,0.15
7,18,23,996,4.99,7,1,2,0.03,0.2
23,28,50,2271,4.47,6,0,0,0.06,0.02
6,19,69,578,3.95,9,1,0,0.12,0.14
21,13,51,558,4.32,9,0,0,0.07,0.16
18,19,60,1934,4.92,8,1,0,0.02,0.14
32,36,20,2153,4.48,8,1,1,0.02,0.07
31,17,44,2272,4.82,11,0,1,0.04,0.17
14,31,28,2362,3.53,11,1,1,0.09,0.18
7,22,74,2206,4.05,5,1,2,0.13,0.14
29,16,70,2011,4.9,10,1,0,0.08,0.11
26,16,56,743,3.56,6,1,0,0.11,0.09
34,13,23,2755,4.28,4,0,0,0.1,0.08
25,24,76,1610,4.02,10,0,1,0.08,0.15
34,21,61,2174,4.47,5,0,0,0.04,0.13
32,25,41,2477,3.74,6,0,1,0.13,0.05
35,15,19,538,4.48,9,0,1,0.05,0.05
30,37,26,2115,4.99,4,0,2,0.05,0.03
26,18,49,519,3.91,11,1,0,0.05,0.14
25,12,77,720,4.19,10,0,1,0.02,0.08
5,17,72,2372,3.54,9,0,0,0.08,0.02
17,16,24,2822,4.15,8,1,1,0.06,0.08
25,13,48,750,4.11,9,0,1,0.08,0.17
13,35,66,711,4.35,10,1,1,0.07,0.06
21,22,19,918,3.89,5,1,1,0.08,0.13
25,28,26,1695,3.99,8,0,2,0.05,0.1
35,39,26,1006,4.41,8,1,0,0.12,0.12
26,16,25,1145,4.86,11,1,0,0.08,0.13
16,19,12,2151,3.85,11,0,1,0.04,0.1
10,34,60,1368,4.52,10,1,0,0.14,0.03
20,21,55,991,4.29,8,0,0,0.03,0.12
30,35,64,2842,3.66,6,1,0,0.11,0.09
9,12,35,1669,4.35,4,1,2,0.1,0.06
13,35,40,1761,4.56,6,1,1,0.02,0.18
18,34,28,1239,4.4,8,0,2,0.14,0.15
34,38,77,2290,3.66,10,1,0,0.05,0.07
30,33,24,923,4.78,5,0,0,0.11,0.12
33,21,67,791,3.56,11,0,2,0.05,0.19
23,28,39,2703,3.85,9,0,1,0.08,0.06
12,24,57,2483,4.42,11,1,0,0.15,0.19
27,17,65,2897,3.83,10,1,2,0.1,0.14
39,21,51,2457,3.65,8,1,2,0.05,0.12
35,29,33,742,4.27,4,0,1,0.07,0.2
39,15,61,1730,4.58,6,0,2,0.1,0.08
36,37,52,2289,4.12,4,0,2,0.07,0.07
9,19,43,2805,4.55,6,0,2,0.14,0.08
98,2,258,9762,1.6566213338089886,19,3,7,0.4603509285044704,0.4286061964803051
21,33,12,2582,4.94,10,0,0,0.03,0.08
36,22,77,2977,3.85,4,0,1,0.12,0.04
36,34,20,1842,4.41,4,1,2,0.14,0.14
24,16,22,594,3.9,6,1,2,0.05,0.06
6,17,59,2767,4.81,10,0,0,0.04,0.02
24,32,28,800,4.84,6,1,0,0.01,0.06
22,25,53,2160,3.98,6,0,0,0.03,0.17
5,20,42,1708,4.47,7,1,1,0.14,0.19
33,35,47,2947,4.83,11,1,0,0.06,0.14
33,13,12,1189,4.26,9,1,2,0.06,0.08
61,4,161,9308,2.1595202963690876,19,5,7,0.7165857859445873,0.5651100139257057
10,25,44,1492,4.7,4,1,2,0.03,0.06
12,28,45,2681,4.81,7,0,1,0.08,0.18
28,32,47,1160,4.27,7,0,2,0.11,0.14
